ALT,ALP,AST,ALB,LDH,CK,CK MB,ALDO,CREA,P,CO2,AMM,NA/K,New_category,JB_category,Month
34.4,981.6,160.746851,22.7,254.3,2050.989893,3554.934874,82.38385356,79.8,7.12,9.082255521,1384.3,158.85,HEALTHY,HEALTHY,February
6.3,767.8,186,14.9,660.8,1107.7,2100,17.3,92.74,8.2,3,1324.1,152.4,HEALTHY,HEALTHY,February
3.3,674.2,68.4,17.2,693.8,750.5,2198,15.7,23.69,5,6.7,614.6,147,HEALTHY,HEALTHY,February
2.4,434.8,73.7,12.5,492.9,124.2,100,16.3,72.66,7.2,3.6,3318.6,146,HEALTHY,HEALTHY,February
2,166.7,11.7,6.7,73.4,2050.989893,3554.934874,16.3,46.97,6.8,0.8,712.5,159.6,HEALTHY,HEALTHY,February
1.3,578.6,207.7,18.3,647.8,2050.989893,3554.934874,82.38385356,67.3,6,9.082255521,548.6,150.3,HEALTHY,HEALTHY,February
1,733.3,88.5,20.8,640.9,2050.989893,1403,82.38385356,84.8,7.21,7.5,515.5,183,HEALTHY,HEALTHY,February
0.7,1186.1,90.4,19.3,612.9,1288.9,2400,15.3,67.04,8.8,3.4,1405.9,146.1,HEALTHY,HEALTHY,February
3.907073643,561.7,30.3,14,512,2050.989893,3554.934874,82.38385356,57.4,4.38,9.082255521,409.2,142.65,HEALTHY,HEALTHY,February
3.907073643,961.5,87.9,19.8,597.2,2050.989893,3981,82.38385356,89.8,7.96,7.7,777.3,168.6,HEALTHY,HEALTHY,February
3.907073643,342.4,59.6,9.2,592.6,2050.989893,201,82.38385356,34.9,3.12,5.9,321.6,120.45,HEALTHY,HEALTHY,February
3.907073643,525.6,94.6,15.2,606.4,887.43,1418,82.38385356,57.4,5.3,7.7,369,149.7,HEALTHY,HEALTHY,February
3.907073643,956.8,50.7,17.9,699.8,709.1,1952,15.6,23.69,5.8,7,652,158.4,HEALTHY,HEALTHY,February
3.907073643,495.2,56.5,15.5,624.8,646.01,1086,82.38385356,57.4,5.66,5.4,409.5,152.7,HEALTHY,HEALTHY,February
3.907073643,292.3,74,15,495.9,390.35,604,82.38385356,54.9,4.71,4.5,255.7,146.85,HEALTHY,HEALTHY,February
3.907073643,527.8,44.2,13.1,426.9,158.58,3554.934874,82.38385356,49.9,4.55,9.082255521,259.6,157.05,HEALTHY,HEALTHY,February
3.907073643,856.1,11.3,13.8,325.2,82.8,100,14.5,18.07,6.3,9.1,999.1,140.4,HEALTHY,HEALTHY,February
3.907073643,806.5,160.746851,16.4,677.7,78.78,3554.934874,82.38385356,69.8,5.71,9.082255521,310.6,181.95,HEALTHY,HEALTHY,February
3.907073643,508.5,22.7,15.2,492.9,72.5,148,15.2,26.9,4.7,9.1,315.6,129.2,HEALTHY,HEALTHY,February
4.75,1168.4,79.6,16.9,662.6,1123.6,2440,82.38385356,43.65,6.8,6.2,1192.4,134.2,HEALTHY,HEALTHY,March
2.49,222.4,160.746851,13.48,562.5,2050.989893,3554.934874,82.38385356,44.45,3.8,6.6,342.2,140.7,HEALTHY,HEALTHY,March
2.03,848.8,80.2,14.63,609.8,280.9,3554.934874,82.38385356,17.78,5.9,7.4,932.7,133.4,HEALTHY,HEALTHY,March
3.907073643,969.9,56,16.8,663.8,1511.4,2600,36.5,38.94,6.6,8.5,751.3,140.6,HEALTHY,HEALTHY,March
3.907073643,974.5,228.5,17.2,424.1,1190.5,2020,8.7,34.12,6.2,8.2,778.3,165.2,HEALTHY,HEALTHY,March
3.907073643,821.2,46.4,16,630.8,740.2,2080,7.1,34.12,5.6,5.8,346.7,151.7,HEALTHY,HEALTHY,March
3.907073643,901.9,51.4,17,513.9,440,760,26.8,30.11,7.2,6.7,1120.1,144.8,HEALTHY,HEALTHY,March
3.907073643,543.2,24.4,17,451.1,398.6,960,27,84.71,6.7,5.5,1027.9,148.5,HEALTHY,HEALTHY,March
3.907073643,293.2,10.3,12.8,391.1,51.8,180,19.5,17.26,4.1,8.9,423.8,161.2,HEALTHY,HEALTHY,March
3.907073643,206.8,160.746851,8.7,211.2,2050.989893,3554.934874,21.6,10.84,2.1,5.2,128.9,104,HEALTHY,HEALTHY,March
8.8,607.7,66.3,16.7,640.9,2050.989893,20,51.4,92.3,6.25,9.082255521,874,148.2,HEALTHY,HEALTHY,May
4.1,683,394,18.1,576.9,5072.6,2420,13.7,31.4,7.4,10.7,1071.8,114.9,HEALTHY,HEALTHY,May
3.4,823.1,391.7,16.8,666.8,2267.1,3554.934874,10.7,25.77,7,6.7,869.7,143.6,HEALTHY,HEALTHY,May
3.1,604.2,407.1,17.3,507.9,4736.2,2656,13.3,26.71,6.8,8.8,907.3994793,131.6,HEALTHY,HEALTHY,May
2.6,633.5,256.5,14.9,579.9,155.3,3554.934874,6.1,25.77,6.1,8.1,544.9,153.5,HEALTHY,HEALTHY,May
1.9,865.5,349.1,18.3,460.1,1620.1,5184,13.4,30.46,7.5,7.4,1122,150.8,HEALTHY,HEALTHY,May
1.9,756.7,51.8,15.3,262.2,186.3,3554.934874,13.5,27.65,6,8.1,724.7,148.5,HEALTHY,HEALTHY,May
1.9,561.7,227.2,15.4,477.9,165.6,3554.934874,10.4,26.71,4.6,8.8,375.6,135.3,HEALTHY,HEALTHY,May
1.6,733.8,359.7,16.3,531.9,1992.8,3554.934874,13.9,21.09,5.7,6.1,552.9,153.9,HEALTHY,HEALTHY,May
1.4,422.3,389.2,14.9,492.9,512.4,3554.934874,10.5,25.77,4.9,9.1,246.8,124.8,HEALTHY,HEALTHY,May
1.1,782.3,169.1,19.5,543.9,9415.4,3554.934874,13.5,35.15,7.7,5.9,1078.1,152,HEALTHY,HEALTHY,May
0.8,533.9,158.2,16.8,652.4,2050.989893,3554.934874,82.38385356,172.1,6.334117647,9.082255521,907.3994793,141.3,HEALTHY,HEALTHY,May
0.8,816.1,159.3,18.4,670.8,2050.989893,3554.934874,15,107.2,8.44,4.8,1518.1,148.2,HEALTHY,HEALTHY,May
0.6,619.5642319,146,18.7,334.2,1288.9,3554.934874,7.2,30.46,6.7,7.2,653.4,151.7,HEALTHY,HEALTHY,May
0.4,749.3,270,18.2,573.9,2256.8,3626,12.9,32.33,8.1,8.5,1241.6,139.1,HEALTHY,HEALTHY,May
0.3,642.8,225.6,15.2,433.8,2050.989893,3554.934874,18.9,64.8,5.77,9.082255521,713.6,143.1,HEALTHY,HEALTHY,May
0.1,952.7,74.1,16.9,492.9,496.9,3554.934874,12.6,37.02,7.1,7.3,983.5,137.9,HEALTHY,HEALTHY,May
3.907073643,812.6,243.6,18.9,684.8,3085,3554.934874,13.2,37.96,7.2,7.4,864.3,143.7,HEALTHY,HEALTHY,May
3.907073643,674.6,92.2,14.6,543.9,398.6,3554.934874,13.3,30.46,5.4,8,796.6,125.4,HEALTHY,HEALTHY,May
3.907073643,586.7,152.1,13.6,391.1,139.8,3554.934874,10.6,22.96,4.9,7.4,413.5,129.6,HEALTHY,HEALTHY,May
3.907073643,674.6,160.746851,14.6,669.8,98.3,3554.934874,10.6,27.65,6.7,8.1,1056.6,128.2,HEALTHY,HEALTHY,May
3.907073643,471.1,143.1,15,618.8,93.2,3554.934874,6.5,26.71,5.5,7.2,648.3,135.3,HEALTHY,HEALTHY,May
3.907073643,463.9,60.9,13.8,401.6,2050.989893,1020,1.2,134.7,6.334117647,4.7,859.6,145.5,HEALTHY,HEALTHY,May
3.907073643,542.2,77.1,13.4,477.5,2050.989893,220,0.5,69.8,5.81,6.5,783.2,146.25,HEALTHY,HEALTHY,May
3.907073643,616.6,61.5,16.1,224.4,2050.989893,3554.934874,4.8,62.3,5.58,6.1,531.8,139.35,HEALTHY,HEALTHY,May
3.907073643,575.1,101.8,17.6,420,2050.989893,3554.934874,6.5,79.8,7.2,9.082255521,907.3994793,145.35,HEALTHY,HEALTHY,May
3.907073643,609.9,81,16.1,505.1,2050.989893,3554.934874,10.4,64.8,5.62,6.7,802.4,148.35,HEALTHY,HEALTHY,May
3.907073643,713.5,81.7,18.2,569.6,2050.989893,3554.934874,4.1,122.2,7.71,9.082255521,907.3994793,149.1,HEALTHY,HEALTHY,May
3.907073643,432.6,85,15.4,666.2,2050.989893,3554.934874,5.5,77.3,7.29,9.082255521,1119.7,148.5,HEALTHY,HEALTHY,May
10.2,568.5,283.3,15.4,567.9,874.8,1760,187.7,36.08,4.7,10.3,337.4,162.6,HEALTHY,HEALTHY,June
6.7,596.1,315.8,18.1,367.1,3685.4,7498,82.38385356,29.52,6.8,9.7,887.4,147.6,HEALTHY,HEALTHY,June
5.7,720.4,387.2,17.3,382.1,2712.3,4640,82.38385356,32.33,7.8,11.2,1102.5,140,HEALTHY,HEALTHY,June
4.6,676.9,354.3,16.2,385.1,1356.1,2562,82.38385356,28.59,5.6,13,539.1,145.2,HEALTHY,HEALTHY,June
4.6,509.5,289.8,15,193.4,553.8,1122,181,26.71,5.4,12,408.5,142.7,HEALTHY,HEALTHY,June
4.1,709.6,254,19.7,645.8,4348,6742,82.38385356,32.33,7.4,13,1023,132.9,HEALTHY,HEALTHY,June
4.1,681.6,398.2,15.2,304.2,1376.9,2964,14.7,29.52,5.7,11.6,549.3,145.5,HEALTHY,HEALTHY,June
4.1,674.9,321.2,16.3,403.1,1309.6,2610,179.4,29.52,5.4,12.3,445.1,132,HEALTHY,HEALTHY,June
3.9,529.7,398.4,15.6,543.9,6630.6,3554.934874,18.3,26.71,4.6,11,456.1,113,HEALTHY,HEALTHY,June
3.9,641.2,145.6,16.1,376.1,885.1,1170,82.38385356,34.21,4.8,13.8,416.4,133.7,HEALTHY,HEALTHY,June
3.6,565.8,281.3,16.5,472.1,6247.6,9270,82.38385356,32.33,4.9,13.8,300.8,125.1,HEALTHY,HEALTHY,June
3.4,650,349.9,18.5,289.2,4182.3,3554.934874,15.7,33.27,6.4,6.1,769.4,152,HEALTHY,HEALTHY,June
3.4,798.2,395.9,17.1,370.1,1868.6,3436,82.38385356,22.03,6.2,9.9,748.3,130.4,HEALTHY,HEALTHY,June
3.1,603.8,175.8,15.3,406.1,1640.8,2776,82.38385356,28.59,8.1,13.7,1374.5,124.1,HEALTHY,HEALTHY,June
2.9,579.2,360.3,16.8,379.1,3628.5,7546,182,27.65,6.2,10.4,598.9,152.7,HEALTHY,HEALTHY,June
2.9,675.9,145.8,17.2,591.9,1899.6,3530,82.38385356,34.21,6.8,12.2,798.4,149.2,HEALTHY,HEALTHY,June
2.9,649.3,394.2,16.9,531.9,1630.5,2940,82.38385356,28.59,4.6,11.9,362.3,148.4,HEALTHY,HEALTHY,June
2.9,479.6,100.7,14.9,403.1,843.7,1760,190.8,30.46,4.5,12.5,291.6,152.4,HEALTHY,HEALTHY,June
2.4,679.6,215.7,16.1,355.1,3012.5,6530,15.2,37.02,6.6,9.3,860.4,142.7,HEALTHY,HEALTHY,June
2.4,724.7,395.3,15.9,463.1,942.1,1948,14.9,32.33,6.3,7.2,785.9,144.5,HEALTHY,HEALTHY,June
2.1,650,342.2,19.9,412.1,3690.6,8230,82.38385356,38.9,6.2,12.6,715.1,140.4,HEALTHY,HEALTHY,June
2.1,652.3,334.9,16.4,331.2,1868.6,3908,13.8,35.15,5.8,10.4,530.1,143.4,HEALTHY,HEALTHY,June
2.1,764.5,218.4,19.7,274.2,1868.6,3768,82.38385356,27.65,7.6,10.6,1175.1,112.5,HEALTHY,HEALTHY,June
2.1,473.2,274,15.9,472.1,1749.5,3412,13.5,25.77,6.4,8,766.5,146.2,HEALTHY,HEALTHY,June
2.1,391.3,218.6,16.7,645.8,1055.9,3554.934874,13.5,26.71,5.5,10.1,907.3994793,138.3,HEALTHY,HEALTHY,June
2.1,611.6,363,14.9,265.2,1014.5,1806,82.38385356,29.52,4.6,13.6,267.1,142.1,HEALTHY,HEALTHY,June
2.1,296,120.7,13.7,307.2,843.7,1382,82.38385356,28.59,6.1,10.6,833.8,124.8,HEALTHY,HEALTHY,June
2.1,602.1,280.9,15.3,477.9,833.4,1712,186.7,32.33,5.2,13.3,415.4,129.8,HEALTHY,HEALTHY,June
2.1,584,84.9,16.1,280.2,393.4,862,82.38385356,49.21,5.4,10.6,519.7,139.8,HEALTHY,HEALTHY,June
1.6,805.2,284.4,19.6,403.1,2743.4,5704,82.38385356,35.15,7.1,8.3,846.2,146.2,HEALTHY,HEALTHY,June
1.6,546.9,217.8,18.1,193.4,1087,2162,82.38385356,26.71,6.7,11.2,888.1,127.8,HEALTHY,HEALTHY,June
1.6,449.9,41.6,13.7,684.8,134.6,224,187.2,33.27,4.4,13.4,907.3994793,133.5,HEALTHY,HEALTHY,June
1.4,664.8,274.4,16.7,507.9,2360.3,5018,82.38385356,35.15,5,13.7,639.6,125.7,HEALTHY,HEALTHY,June
1.4,491,238.6,15.7,436.1,1666.7,3412,187.7,24.84,5.6,12.6,653.5,143.1,HEALTHY,HEALTHY,June
1.4,675.2,124.4,16.1,400.1,1366.5,2280,82.38385356,37.96,6.7,13.7,863.4,142.8,HEALTHY,HEALTHY,June
1.4,600.5,308.7,16.6,498.9,1242.3,2704,13,23.9,5.3,6.8,386.3,147.9,HEALTHY,HEALTHY,June
1.4,606.2,162.9,16.4,292.2,1045.6,3554.934874,14,28.59,5.1,9.2,434.9,133.2,HEALTHY,HEALTHY,June
1.4,394,76.3,13.5,448.1,207,342,14.4,23.9,5.2,7.9,519.9,158.4,HEALTHY,HEALTHY,June
1.4,507.9,70.1,12.3,229.2,134.6,272,13.4,27.65,4.3,10.4,592.7,136.1,HEALTHY,HEALTHY,June
1.1,455,170.6,16,394.1,636.7,3554.934874,13.1,23.9,5.9,11.4,651.3,140.2,HEALTHY,HEALTHY,June
1.1,580.6,100.3,13.7,193.4,181.2,366,179.4,35.15,4.8,11.9,417.7,132.8,HEALTHY,HEALTHY,June
0.9,583.3,199.1,17.1,543.9,1490.7,3058,82.38385356,29.52,4.9,8.7,356.4,132.9,HEALTHY,HEALTHY,June
0.9,667.5,141.7,14.4,298.2,605.6,1122,82.38385356,25.77,7.4,10.5,999,141.5,HEALTHY,HEALTHY,June
0.9,574.9,82.8,15,424.1,445.1,768,178.9,24.84,6.4,10.5,907.3994793,149,HEALTHY,HEALTHY,June
0.6,611.2,111.3,15.2,346.1,2738.2,5656,190.8,29.52,5.9,10.9,574.5,145.4,HEALTHY,HEALTHY,June
0.6,539.5,89.5,14.8,442.1,533.1,980,82.38385356,29.52,6,13.2,796.4,150.9,HEALTHY,HEALTHY,June
0.4,542.5,125.4,15.4,292.2,289.9,460,12.8,25.77,6.4,9.7,854.2,125.4,HEALTHY,HEALTHY,June
0.1,422.6,148.7,15.9,334.2,719.5,1500,82.38385356,38.9,5.5,15.7,728.3,125.2,HEALTHY,HEALTHY,June
3.907073643,551,140.8,15.5,654.8,823,1594,13.6,32.33,5.2,9.1,509.9,158.6,HEALTHY,HEALTHY,June
3.907073643,447.6,78.4,13.3,373.1,486.6,932,195.5,35.15,4,14,269.4,148.1,HEALTHY,HEALTHY,June
3.907073643,562.4,160.746851,13.4,304.2,315.7,696,82.38385356,28.59,4.9,16.2,565.8,140.1,HEALTHY,HEALTHY,June
3.907073643,350.2,64.7,11.8,439.1,82.8,200,186.2,25.77,4.2,15.8,262.9,138.5,HEALTHY,HEALTHY,June
5.5,676.1,167,14.6,338.7,4924.8,7469.7,62.1,34.5,8.01,7.9,1314.1,110.4964539,HEALTHY,HEALTHY,July
4.8,515.6,82.9,12.6,585.9,483.84,792.87,21.9,78.1,8.1,7.2,1311.2,111.2676056,HEALTHY,HEALTHY,July
4.5,603.1,114.3,15.2,441,1419.84,2320.47,27.3,62.8,7.77,7.7,1110.3,116.2962963,HEALTHY,HEALTHY,July
3.5,551.9,95.4,13.9,568.8,1179.36,1977.6,25.5,46.8,7.23,9.3,1181,129.7457627,HEALTHY,HEALTHY,July
3.5,759.1,113.7,13.1,609.3,1042.56,1677.6,59.4,38.8,7.71,8.8,1207.1,107.2916667,HEALTHY,HEALTHY,July
3.3,781.3,178.8,15,502.8,2223.36,4745.1,46.9,38.1,7.43,7.2,1206.6,99.48387097,HEALTHY,HEALTHY,July
3.3,661.6,129.1,13.6,577.4,1310.4,2139.84,64.8,53.4,8.33,6.1,1604.6,73.71428571,HEALTHY,HEALTHY,July
2.8,738.8,114.7,14.6,311,1843.2,3551.1,35.3,56.3,8.79,9.2,1184.6,104.4594595,HEALTHY,HEALTHY,July
2.8,589.2,104.7,13.6,658.3,1401.12,2320.47,46,56.3,7.98,8.1,1190.3,111.4893617,HEALTHY,HEALTHY,July
2.5,672.2,144.9,13.7,528.4,2610.72,5020.5,52.3,62.8,7.9,4.2,1511.2,77.6,HEALTHY,HEALTHY,July
2.5,577.6,30.1,11.7,492.1,80.64,140.82,2.2,99.1,8.32,6.4,1484.4,83.40425532,HEALTHY,HEALTHY,July
2,647.8,171.9,15.5,553.9,4248,7071.6,58.5,57.7,7.78,7.7,1068,109.5104895,HEALTHY,HEALTHY,July
4.3,551.9,117.4,13.4,251.4,1859.04,3551.1,82.38385356,78.1,8.26,4.9,1175,74.44976077,HEALTHY,HEALTHY,July
3.5,623,77.7,13.5,624.2,1186.56,1965.36,26.4,57.7,7.62,7.6,1355.1,74.23809524,HEALTHY,HEALTHY,July
4.3,758.1,134.5,13.6,270.6,1231.2,2087.82,82.38385356,51.9,8,5.6,976.2,105.1351351,HEALTHY,HEALTHY,July
4.3,517.5,183,12.6,539,1169.28,1974.54,40.7,81.7,7.84,5.3,1305.3,96.41975309,HEALTHY,HEALTHY,July
3.5,586,197.1,13,413.3,6508.8,9796.2,70.2,57,7.89,3.7,1131.2,55.17730496,HEALTHY,HEALTHY,July
2.5,534.2,60.4,12.6,285.5,362.88,609.21,82.38385356,35.2,7.65,4.5,1010.3,90.23391813,HEALTHY,HEALTHY,July
2,753.3,113.9,14.3,447.4,2567.52,5204.1,22.8,75.9,8.82,2.6,1311.5,80.30927835,HEALTHY,HEALTHY,July
0.5,530,114.5,13.4,236.5,2247.84,5112.3,22.8,64.3,7.7,4.7,1090.9,67.88288288,HEALTHY,HEALTHY,July
2.8,791.6,99.1,14.4,202.4,1598.4,2764.35,13,67.9,8.9,3.4,1370.9,68.07017544,HEALTHY,HEALTHY,July
3.1,1072.4,115.9,19,460.1,1228.8,2618,28.1,28.51,6.6,3.9,864.3,45.95930233,HEALTHY,HEALTHY,July
2.1,713.4,150.8,16.4,644.7,1253.5,4098,50,23.76,7.1,6.6,1083.9,49.87138264,HEALTHY,HEALTHY,July
3.907073643,631.5,137.7,15.2,465.8,2413.2,5304,33.8,17.82,6.4,2.7,814.5,129.9173554,HEALTHY,HEALTHY,July
3.907073643,616.2,108.1,12.2,429.3,1993.7,4400,68.2,20.2,4.6,4.5,665.6,356.2790698,HEALTHY,HEALTHY,July
3.907073643,669,140.1,12.9,309,1811.1,5578,62.4,21.38,6,6.3,1021.6,155.4545455,HEALTHY,HEALTHY,July
3.907073643,782.8,137.3,12.8,420.9,1658.1,5934,72.9,13.07,6,6.3,1125.6,140.0952381,HEALTHY,HEALTHY,July
3.907073643,574.4,104.8,12.4,211.2,1569.3,3824,25.3,8.32,5.2,6.6,1015.1,155.505618,HEALTHY,HEALTHY,July
3.907073643,728.3,113.3,14.7,7.1,1253.5,3220,36.7,19.01,6.8,6.6,998.2,71.19266055,HEALTHY,HEALTHY,July
3.907073643,1107,112.9,14.8,535.7,996.9,2288,43.4,10.69,7.3,9.5,1180.6,60.74906367,HEALTHY,HEALTHY,July
3.907073643,443.4,64.7,10.7,479.7,957.4,2152,36.7,11.88,6.2,3.1,798.4,92.1584341,HEALTHY,HEALTHY,July
3.907073643,619.1,100.2,13.2,429.3,814.3,2096,26.2,15.44,6,5.7,596.7,61.6091954,HEALTHY,HEALTHY,July
3.907073643,778.1,117.9,12.6,211.2,750.1,2096,18.6,16.63,6.9,6.7,1173.8,88.62857143,HEALTHY,HEALTHY,July
3.907073643,642.1,78.2,13.1,434.8,542.8,1110,23.4,22.57,6.9,5.7,901,320.8,HEALTHY,HEALTHY,July
3.907073643,727.6,94.8,11.7,499.2,483.6,1274,25.3,36.83,5.3,5.7,725.5,66.47577093,HEALTHY,HEALTHY,July
3.907073643,670.8,73.8,13.5,401.4,370.1,1082,34.8,16.63,6.8,8.1,892.1,67.54237288,HEALTHY,HEALTHY,July
3.907073643,564.6,64.2,12.4,281.1,320.8,1220,12.9,29.7,6.1,8.1,881.7,92.1584341,HEALTHY,HEALTHY,July
3.907073643,617.3,30.6,11.6,401.4,2050.989893,98,1.4,23.76,5.8,5,1073.1,85.60606061,HEALTHY,HEALTHY,July
4.7,675.5,117.9,13.3,378.6,1012.8,1591.8,10,29.4,6.16,3.9,1090.9,68.89423077,HEALTHY,HEALTHY,July
4.2,515.1,158.6,14.7,508.65,1334.4,2632.8,17,30.8,7.36,1,964.5,67.44186047,HEALTHY,HEALTHY,July
1.8,599.3,151.3,13.9,274.05,1872,3918.4,4.6,25.1,7.62,2.1,922.4,66.18181818,HEALTHY,HEALTHY,July
1.6,493.8,95.4,13.4,528.45,412.8,734.8,12.1,61.9,5.4,4.9,635.7,70.02457002,HEALTHY,HEALTHY,July
1.1,484.8,160.5,15.1,449.25,3720,6714.4,20.8,20.9,6.4,0.6,863.6,62.37580994,HEALTHY,HEALTHY,July
1.1,637.2,314.7,14.7,449.25,9.6,8408.4,26.7,17.3,5.76,2,875.5,73.95833333,HEALTHY,HEALTHY,July
0.2,559.7,184.8,15.2,565.2,4238.4,8694.2,58.6,18,6.6,1.8,873.5,62.09606987,HEALTHY,HEALTHY,July
0.2,705.1,11.5,13.4,497.4,504,857.2,5.7,28,7.16,3.5,1091.4,57.24409449,HEALTHY,HEALTHY,July
0.2,703.7,145.1,15.3,381.45,115.2,2347,5.7,20.9,6.56,2.5,969,65.05643341,HEALTHY,HEALTHY,July
3.907073643,746.3,155.7,2.6,505.8,3364.8,7000.2,15.9,33.6,7.58,2.3,1021.1,67.57142857,HEALTHY,HEALTHY,July
3.907073643,529.4,131.8,14.2,483.3,1958.4,4306.2,15.4,29.4,5.8,3.7,811,45.4340836,HEALTHY,HEALTHY,July
3.907073643,640.5,207.9,13.5,593.4,1152,2183.8,14.9,31.5,5.82,4.9,851.8,61.77589852,HEALTHY,HEALTHY,July
3.907073643,697.1,117.6,13.3,421.05,864,1673.6,11.6,25.8,6.66,3.1,801.7,77.54666667,HEALTHY,HEALTHY,July
8.3,667.1,190.9,17.7,498.5,1434.24,2397,6,22.1,6.13,8.6,820.4,89.42857143,HEALTHY,HEALTHY,July
6.5,434.5,245,15.4,617.8,2570.4,4989.9,82.38385356,21.4,5.91,7.2,757.9,96.3190184,HEALTHY,HEALTHY,July
4,596.9,147.6,14.5,645.5,1562.4,2687.82,22,20,6.82,11.1,871.8,67.76824034,HEALTHY,HEALTHY,July
3.3,734.3,99.8,14,592.3,552.96,912.27,4.4,20,5.7,14.2,762.7,78.35,HEALTHY,HEALTHY,July
2.8,464.4,122.2,14.8,592.3,708.48,1178.61,10,20.7,6.2,6.5,866.8,79,HEALTHY,HEALTHY,July
2,502.4,268.1,16,609.3,4363.2,7102.2,37.2,20.7,6.22,10.4,648.9,102,HEALTHY,HEALTHY,July
1.8,660.3,160.9,15.8,507.1,885.6,1429.62,3.6,20.7,5.24,3.9,636.2,87.75280899,HEALTHY,HEALTHY,July
1.3,464.7,87.7,13.2,573.1,506.88,857.16,4.4,20,6.01,13.8,736.6,103.7908497,HEALTHY,HEALTHY,July
1.3,568.3,106.4,13.8,389.9,1239.84,2032.71,6.8,52.6,7.82,7.7,1244.7,82.60638298,HEALTHY,HEALTHY,August
0.8,636.8,115.1,13.5,274.8,1247.04,1986.78,82.38385356,45.4,7.85,9.082255521,907.3994793,106.7361111,HEALTHY,HEALTHY,August
3.907073643,592.1,84.2,14.3,319.6,1111.68,1793.91,2,35.2,8.13,9.082255521,907.3994793,103.3557047,HEALTHY,HEALTHY,August
3.5,854.3,195.7,15.7,432.5,5457.6,9489.9,41.2,74.4,10.44,7.7,1437.9,69.46188341,HEALTHY,HEALTHY,August
2.3,687,195.7,14.4,281.2,2888.64,5694,31.6,37.4,6.85,9.082255521,807.9,142.6605505,HEALTHY,HEALTHY,August
2.3,713.4,191.1,15.14900298,392,2445.12,4347,34.8,35.2,6.334117647,9.082255521,907.3994793,171.4285714,HEALTHY,HEALTHY,August
2,469.5,179,13.6,360,4176,6949.2,45.2,35.9,6.84,9.1,709,118.3458647,HEALTHY,HEALTHY,August
1.8,445.7,234.6,15.8,568.8,2809.44,5847,10.8,47.6,7.62,9.082255521,836.6,104.6206897,HEALTHY,HEALTHY,August
1.8,778.1,183,14.7,421.8,2427.84,4408.2,9.2,40.3,7,4.8,928.6,114.9264706,HEALTHY,HEALTHY,August
1.8,642.3,121.2,15.14900298,264.2,911.52,1515.36,8.4,45.4,6.334117647,9.082255521,907.3994793,92.1584341,HEALTHY,HEALTHY,August
1.3,527.1,225.2,16,268.4,2509.92,5051.1,6,28.7,7,10.5,800.5,120.234375,HEALTHY,HEALTHY,August
1.3,725.6,146.4,16.3,468.7,1543.68,2641.92,19.6,49.7,8.07,5.3,1126.9,100.0641026,HEALTHY,HEALTHY,August
0.8,670.6,201.5,16.6,349.4,2056.32,3765.3,18,29.4,7.18,11.9,780.6,131.965812,HEALTHY,HEALTHY,August
43.7,486.8,214.8,14.7,322.2,2692.8,4836.8,33.2,21.6,8.48,5.8,1346.7,52.90909091,HEALTHY,HEALTHY,August
2,675.5,178.4,15.4,497.4,2121.6,2469.4,34.8,18.8,7.54,6.9,1129.6,50.13937282,HEALTHY,HEALTHY,August
1.3,484.8,131.2,14.8,502.95,1286.4,2449,37.5,26.5,6.6,3.9,1045.3,63.66812227,HEALTHY,HEALTHY,August
0.9,598.9,108.1,15.3,562.35,1224,2326.6,36.5,21.6,7.9,4.6,1417.7,48.9148581,HEALTHY,HEALTHY,August
0.7,643.2,147.4,15,401.25,1526.4,3265.4,26.7,27.2,7.38,5.8,943.3,62.69565217,HEALTHY,HEALTHY,August
0.4,678.5,133.7,15.2,511.5,1555.2,2775.6,27.3,15.2,7.56,6.7,2278.1,37.43315508,HEALTHY,HEALTHY,August
0.4,513.8,127.2,14.4,511.5,868.8,1673.6,3,17.3,8.32,6.7,1471.6,41.91860465,HEALTHY,HEALTHY,August
3.907073643,619.5642319,267.8,14.7,568.05,3561.6,6959.4,44,15.9,7.5,5.6,1230.5,35.01228501,HEALTHY,HEALTHY,August
3.907073643,665.1,114.7,15.2,590.55,2064,3857.2,23.5,25.1,8.14,2.7,944.3,51.21157324,HEALTHY,HEALTHY,August
3.907073643,487.8,125.6,15.5,556.65,2020.8,306.2,26.2,23,7.5,6.1,1179.4,44.76635514,HEALTHY,HEALTHY,August
3.907073643,684.8,141.2,15.5,161.1,1339.2,2510.2,12.1,23,8.88,8,1230,55.62380038,HEALTHY,HEALTHY,August
4.6,419.5,117.2,18.6,619.5,987,2126,17.6,27.32,6.9,5.2,949.5,31.23595506,HEALTHY,HEALTHY,August
2.4,490.6,284.9,15,219.6,4105.8,8946,72,14.26,7.5,9.5,1170.2,140.5035971,HEALTHY,HEALTHY,August
2.1,195.5,178.1,7.1,216.8,4599.3,8988,373.2,11.88,4.5,5.9,808.5,92.1584341,HEALTHY,HEALTHY,August
2.1,184.1,82.5,7.4,132.9,2240.5,4564,23.4,10.69,4.6,5.7,1060.3,103.480663,HEALTHY,HEALTHY,August
1.1,624.2,197.9,20.9,264.3,1445.9,2902,42.4,21.38,9.8,9.2,1505.5,87.36,HEALTHY,HEALTHY,August
0.1,388.5,105.7,13.1,272.7,1727.2,3680,28.1,10.69,6.8,6.2,1058.1,92.1584341,HEALTHY,HEALTHY,August
